year,county,agency_name,agency_code,violent_crimes,property_crimes,violent_clearance_rate,property_clearance_rate,arrests_total,arrests_felony,arrests_misdemeanor,arrests_status_offense,dic_total_deaths,dic_arrest_related,dic_city_county_jails,leoka_total_deaths,leoka_felony_deaths,leoka_accidental_deaths,leoka_total_assaults,leoka_injury_assaults,leoka_no_injury_assaults,calls_for_service,contracting_agencies,population_served,hispanic_population,white_population,black_population,native_american_population,asian_pacific_islander_population,other_population,hispanic_proportion,white_proportion,black_proportion,native_american_proportion,asian_pacific_islander_proportion,other_proportion,arrests_total_rate_per_100000,arrests_felony_rate_per_100000,arrests_misdemeanor_rate_per_100000,arrests_status_offense_rate_per_100000,violent_crimes_rate_per_100000,property_crimes_rate_per_100000,dic_total_deaths_rate_per_100000,dic_arrest_related_rate_per_100000,dic_city_county_jails_rate_per_100000,leoka_total_deaths_rate_per_100000,leoka_felony_deaths_rate_per_100000,leoka_accidental_deaths_rate_per_100000,leoka_total_assaults_rate_per_100000,leoka_injury_assaults_rate_per_100000,leoka_no_injury_assaults_rate_per_100000
2009,Shasta,All Combined,All Combined,1280,4640,47.42,20.92,10195,1944,7829,422,1,0,1,0,0,0,97,13,84,,,176756,13610,147238,1768,4242,4596,5126,0.07,0.83,0.01,0.02,0.02,0.02,5767.838149765780,1099.821222476180,4429.269727760300,238.74719952929500,724.1621217950170,2625.087691506940,0.5657516576523570,0,0.5657516576523570,0,0,0,54.87791079227860,7.35477154948064,47.52313924279800
2010,Shasta,All Combined,All Combined,1457,4782,48.31,23.33,9869,2312,7108,449,0,0,0,0,0,0,80,11,69,,,177248,15775,144457,1595,3545,4786,6913,0.08,0.81,0,0.02,0.02,0.03,5567.904856472290,1304.3870734789700,4010.200397183610,253.31738580971300,822.0120960462180,2697.914786062470,0,0,0,0,0,0,45.13450081242100,6.205993861707890,38.92850695071310
2011,Shasta,All Combined,All Combined,1302,4954,55.45,21.43,8591,1990,6181,420,3,1,2,0,0,0,108,14,94,,,177516,15799,144676,1598,3550,4793,6923,0.08,0.81,0,0.01,0.02,0.03,4839.563757633110,1121.025710358500,3481.9396561436700,236.5983911309400,733.455012505915,2790.7343563397100,1.6899885080781500,0.563329502692715,1.12665900538543,0,0,0,60.83958629081320,7.886613037698010,52.95297325311520
2012,Shasta,All Combined,All Combined,1298,6280,63.09,22.07,9491,2889,6117,485,3,2,1,0,0,0,113,16,97,,,177712,15816,144835,1599,3554,4798,6931,0.08,0.81,0,0.01,0.02,0.03,5340.663545511840,1625.663995678400,3442.0860718465800,272.9134779868550,730.3952462411090,3533.807508778250,1.6881246061042600,1.1254164040695100,0.5627082020347530,0,0,0,63.58602682992710,9.003331232556050,54.58269559737100
2013,Shasta,All Combined,All Combined,1150,5894,67.82,17.49,8638,2799,5486,353,3,2,1,0,0,0,166,14,152,,,178440,15881,145429,1606,3569,4818,6959,0.08,0.81,0,0.02,0.02,0.03,4840.842860345210,1568.5944855413600,3074.4227751625200,197.82559964133600,644.4743331091680,3303.0710603003800,1.6812373907195700,1.1208249271463800,0.5604124635731900,0,0,0,93.02846895314950,7.845774490024660,85.18269446312490
2014,Shasta,All Combined,All Combined,1275,5705,72,20.94,8815,2842,5729,244,3,0,3,0,0,0,142,16,126,,,178742,15908,145675,1609,3575,4826,6971,0.08,0.81,0,0.02,0.02,0.03,4931.689250427990,1590.0012308243200,3205.178413579350,136.50960602432600,713.3186380369470,3191.7512392163000,1.678396795381050,0,1.678396795381050,0,0,0,79.4441149813698,8.951449575365610,70.49266540600420
2005,Sierra,All Combined,All Combined,7,54,85.71,11.11,196,55,141,0,0,0,0,0,0,0,0,0,0,,,3449,404,2963,24,14,0,41,0.11,0.85,0,0,0,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2006,Sierra,All Combined,All Combined,10,63,30,12.69,197,52,145,0,0,0,0,0,0,0,0,0,0,,,3427,401,2944,24,14,0,41,0.11,0.85,0,0,0,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2007,Sierra,All Combined,All Combined,15,73,46.66,2.73,201,62,139,0,0,0,0,0,0,0,0,0,0,,,3384,396,2907,24,14,0,41,0.11,0.85,0,0,0,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2008,Sierra,All Combined,All Combined,8,35,37.5,2.85,183,38,145,0,0,0,0,0,0,0,2,2,0,,,3314,388,2847,23,13,0,40,0.11,0.85,0,0,0,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2009,Sierra,All Combined,All Combined,13,43,30.76,2.32,166,42,124,0,0,0,0,0,0,0,0,0,0,,,3264,382,2804,23,13,0,39,0.11,0.85,0,0,0,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2010,Sierra,All Combined,All Combined,19,46,78.94,69.56,138,43,95,0,0,0,0,0,0,0,1,0,1,,,3247,305,2835,3,23,19,62,0.09,0.87,0,0,0,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2011,Sierra,All Combined,All Combined,5,56,80,12.5,112,37,75,0,0,0,0,0,0,0,0,0,0,,,3182,299,2778,3,22,19,60,0.09,0.87,0,0,0,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2012,Sierra,All Combined,All Combined,17,55,5.88,5.45,151,51,100,0,0,0,0,0,0,0,4,1,3,,,3170,298,2767,3,22,19,60,0.09,0.87,0,0,0,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2013,Sierra,All Combined,All Combined,7,77,0,1.29,92,46,46,0,0,0,0,0,0,0,0,0,0,,,3147,296,2747,3,22,19,60,0.09,0.87,0,0,0,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2014,Sierra,All Combined,All Combined,11,29,27.27,6.89,115,49,66,0,1,0,1,0,0,0,0,0,0,,,3125,294,2728,3,22,19,59,0.09,0.87,0,0,0,0.01,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported
2005,Siskiyou,All Combined,All Combined,137,1147,74.45,25.1,2573,748,1819,6,1,0,1,0,0,0,13,1,12,,,44865,4352,36251,628,1077,763,1839,0.09,0.8,0.01,0.02,0.01,0.04,5734.982725955650,1667.223893903930,4054.385378357290,13.373453694416600,305.360526022512,2556.558564582640,2.2289089490694300,0,2.2289089490694300,0,0,0,28.975816337902600,2.2289089490694300,26.746907388833200
2006,Siskiyou,All Combined,All Combined,153,868,77.12,28.8,2647,789,1848,10,0,0,0,0,0,0,15,2,13,,,44918,4357,36294,629,1078,764,1842,0.09,0.8,0.01,0.02,0.01,0.04,5892.960505810590,1756.5341288570300,4114.1635869807200,22.262789972839400,340.62068658444300,1932.4101696424600,0,0,0,0,0,0,33.39418495925910,4.452557994567880,28.941626964691200
2007,Siskiyou,All Combined,All Combined,157,880,71.97,28.75,2553,684,1857,12,1,0,1,0,0,0,13,2,11,,,44877,4353,36261,628,1077,763,1840,0.09,0.8,0.01,0.02,0.01,0.04,5688.882946721040,1524.166053880610,4137.977137509190,26.73975533123870,349.84513225037300,1960.9153909575100,2.2283129442698900,0,2.2283129442698900,0,0,0,28.968068275508600,4.4566258885397900,24.511442386968800
2008,Siskiyou,All Combined,All Combined,152,800,75,26.75,2269,657,1607,5,0,0,0,0,0,0,13,1,12,,,44952,4360,36321,629,1079,764,1843,0.09,0.8,0.01,0.02,0.01,0.04,5047.606335646910,1461.5589962626800,3574.9243637657900,11.122975618437400,338.1384588004980,1779.676098949990,0,0,0,0,0,0,28.919736607937400,2.224595123687490,26.695141484249900
2009,Siskiyou,All Combined,All Combined,183,806,76.5,28.66,2480,686,1786,8,2,0,2,0,0,0,22,5,17,,,44996,4365,36357,630,1080,765,1845,0.09,0.8,0.01,0.02,0.01,0.04,5511.601031202770,1524.579962663350,3969.2417103742600,17.779358165170200,406.7028180282690,1791.2703351409000,4.444839541292560,0,4.444839541292560,0,0,0,48.89323495421820,11.112098853231400,37.78113610098680
2010,Siskiyou,All Combined,All Combined,138,849,78.26,29.09,2510,651,1845,14,0,0,0,0,0,0,8,1,7,,,44962,4991,35295,585,1214,764,2068,0.11,0.78,0.01,0.02,0.01,0.04,5582.491882033720,1447.889328766510,4103.465148347490,31.137404919710000,306.9258484942840,1888.2611983452700,0,0,0,0,0,0,17.792802811262800,2.2241003514078600,15.568702459855000
2011,Siskiyou,All Combined,All Combined,155,863,82.58,26.88,2199,617,1572,10,1,0,1,0,0,0,19,8,11,,,44839,4977,35199,583,1211,762,2063,0.11,0.78,0.01,0.02,0.01,0.04,4904.212850420390,1376.034255893310,3505.8765806552300,22.30201387185260,345.68121501371600,1924.6637971408800,2.2302013871852600,0,2.2302013871852600,0,0,0,42.37382635652000,17.8416110974821,24.53221525903790
2012,Siskiyou,All Combined,All Combined,104,819,70.19,29.91,2018,649,1368,1,0,0,0,0,0,0,6,2,4,,,45181,5015,35467,587,1220,768,2078,0.11,0.78,0.01,0.02,0.01,0.04,4466.479272260460,1436.444523140260,3027.8214293619,2.213319758305480,230.18525486377000,1812.7088820521900,0,0,0,0,0,0,13.279918549832900,4.426639516610960,8.853279033221930
2013,Siskiyou,All Combined,All Combined,116,773,61.2,36.61,2114,726,1388,0,2,1,1,0,0,0,7,0,7,,,45265,5024,35533,588,1222,770,2082,0.11,0.78,0.01,0.02,0.01,0.04,4670.275046945760,1603.8882138517600,3066.386833094000,0,256.2686402297580,1707.7211973931300,4.418424831547550,2.2092124157737800,2.2092124157737800,0,0,0,15.464486910416400,0,15.464486910416400
2014,Siskiyou,All Combined,All Combined,137,724,67.88,41.85,2365,894,1468,3,1,1,0,0,0,0,3,2,1,,,45311,5030,35569,589,1223,770,2084,0.11,0.78,0.01,0.02,0.01,0.04,5219.483127717330,1973.030831365450,3239.8313875217900,6.620908830085410,302.3548365739000,1597.8459976606100,2.20696961002847,2.20696961002847,0,0,0,0,6.620908830085410,4.41393922005694,2.20696961002847
2005,Solano,All Combined,All Combined,1444,10346,48.68,14.59,16499,6028,10186,285,4,1,3,0,0,0,65,16,49,,,410985,90417,181244,57949,2055,59593,19727,0.22,0.44,0.14,0,0.14,0.04,4014.501745805810,1466.7201966008500,2478.43595265034,69.34559655461880,351.3510225434020,2517.366813873990,0.9732715305911410,0.2433178826477850,0.7299536479433560,0,0,0,15.815662372106000,3.893086122364560,11.922576249741500
2006,Solano,All Combined,All Combined,2531,15127,51.08,15.72,21447,7673,13541,233,3,2,1,0,0,0,84,22,62,,,410964,90412,181235,57946,2055,59590,19726,0.21,0.44,0.14,0,0.14,0.04,5218.705288054430,1867.0735149550800,3294.9358094626300,56.69596363671760,615.869029890696,3680.857690697970,0.7299909481122430,0.48666063207482900,0.24333031603741400,0,0,0,20.439746547142800,5.353266952823120,15.086479594319700
2007,Solano,All Combined,All Combined,2482,15264,51.41,16.9,21507,7561,13769,177,2,0,2,0,0,0,77,28,49,,,411998,90640,181691,58092,2060,59740,19776,0.22,0.44,0.14,0,0.14,0.04,5220.1709717037500,1835.203083510110,3342.006514594730,42.96137359890100,602.4301088840240,3704.87235374929,0.48543924970509600,0,0.48543924970509600,0,0,0,18.689411113646200,6.796149495871340,11.893261617774800
2008,Solano,All Combined,All Combined,2354,14781,40.56,13.78,18835,6427,12260,148,1,0,1,0,0,0,66,8,58,,,412908,90840,182092,58220,2065,59872,19820,0.22,0.44,0.14,0,0.14,0.04,4561.548819591770,1556.5210652251800,2969.1844188051600,35.84333556143260,570.1027831865690,3579.7320468482100,0.24218469973940900,0,0.24218469973940900,0,0,0,15.984190182801000,1.937477597915270,14.046712584885700
2009,Solano,All Combined,All Combined,2064,13270,40.4,13.88,16328,5455,10682,191,2,0,2,0,0,0,71,11,60,,,412832,90823,182059,58209,2064,59861,19816,0.21,0.44,0.14,0,0.14,0.04,3955.1197581582800,1321.360747228900,2587.4932175800300,46.26579334935280,499.96124331447200,3214.382605999530,0.4844585691031700,0,0.4844585691031700,0,0,0,17.198279203162500,2.6645221300674400,14.533757073095100
2010,Solano,All Combined,All Combined,1881,12400,41.94,11.83,13921,5006,8771,144,2,1,1,0,0,0,60,18,42,,,413268,102904,165720,56618,1240,63643,22730,0.24,0.4,0.13,0,0.15,0.05,3368.5163138689700,1211.3204990466200,2122.3515975105700,34.84421731176860,455.1525886349780,3000.47426851341,0.48394746266345300,0.24197373133172700,0.24197373133172700,0,0,0,14.518423879903600,4.355527163971080,10.162896715932500
2011,Solano,All Combined,All Combined,1802,12087,43,13.54,13342,4931,8234,177,1,0,1,1,1,0,58,10,48,,,413391,102934,165770,56635,1240,63662,22737,0.24,0.4,0.13,0,0.15,0.05,3227.4529440650600,1192.8174536939600,1991.8188833332100,42.81660703788910,435.9069258885660,2923.8662670450000,0.24190173467733900,0,0.24190173467733900,0.24190173467733900,0.24190173467733900,0,14.030300611285700,2.4190173467733900,11.61128326451230
2012,Solano,All Combined,All Combined,1846,13190,45.28,13.38,13672,5455,8099,118,10,7,3,0,0,0,97,22,75,,,417551,103970,167438,57204,1253,64303,22965,0.24,0.4,0.13,0,0.15,0.05,3274.3305608177200,1306.4272388283100,1939.6433010578300,28.260020931574800,442.10168338717900,3158.8955600633200,2.3949170280995600,1.6764419196696900,0.7184751084298680,0,0,0,23.230695172565700,5.268817461819030,17.961877710746700
2013,Solano,All Combined,All Combined,2001,13533,42.67,11.45,13182,5501,7568,113,4,4,0,0,0,0,86,26,60,,,421003,104830,168822,57677,1263,64834,23155,0.24,0.4,0.13,0,0.15,0.05,3131.0940777144100,1306.6415203692100,1797.6118935019500,26.840663843250500,475.2935252242860,3214.466405227520,0.950111994451346,0.950111994451346,0,0,0,0,20.42740788070390,6.175727963933750,14.25167991677020
2014,Solano,All Combined,All Combined,2109,13453,44.33,10.89,14314,5848,8411,55,2,1,1,0,0,0,87,17,70,,,425169,105867,170493,58248,1276,65476,23384,0.24,0.4,0.13,0,0.15,0.05,3366.661257053080,1375.4530551380700,1978.2721694196900,12.936032495313600,496.0380460475720,3164.1535483537100,0.4704011816477680,0.23520059082388400,0.23520059082388400,0,0,0,20.46245140167790,3.9984100440060300,16.464041357671900
2005,Sonoma,All Combined,All Combined,2407,12067,74.03,14.82,20974,5761,15147,66,4,1,3,0,0,0,109,21,88,,,469734,104751,323647,7046,3758,18789,11743,0.22,0.68,0.01,0,0.03,0.02,4465.080236900030,1226.4387930190300,3224.590938701480,14.050505179527100,512.4176661685120,2568.9006969902100,0.8515457684561900,0.21288644211404800,0.6386593263421430,0,0,0,23.20462219043120,4.470615284395000,18.734006906036200
2006,Sonoma,All Combined,All Combined,2163,10083,72.35,14.82,22254,5638,16539,77,2,0,2,0,0,0,108,20,88,,,469751,104754,323658,7046,3758,18790,11744,0.22,0.68,0.01,0,0.03,0.02,4737.403432882530,1200.21032419303,3520.801445872390,16.39166281710950,460.4567100442570,2146.456314089800,0.4257574757690780,0,0.4257574757690780,0,0,0,22.990903691530200,4.257574757690780,18.733328933839400
2007,Sonoma,All Combined,All Combined,1974,9394,72.44,18.96,23197,5568,17534,95,7,3,4,0,0,0,81,28,53,,,471479,105140,324849,7072,3772,18859,11787,0.22,0.68,0.01,0,0.03,0.02,4920.049461375800,1180.964581667480,3718.935519927720,20.149359780605300,418.6824863885770,1992.4535345158500,1.4846896680446,0.6362955720191140,0.8483940960254860,0,0,0,17.179980444516100,5.9387586721784,11.241221772337700
2008,Sonoma,All Combined,All Combined,2031,8699,74.15,21.7,23394,5359,17929,106,6,4,2,0,0,0,100,31,69,,,474819,105885,327150,7122,3799,18993,11870,0.22,0.68,0.01,0,0.04,0.02,4926.930051240580,1128.6405977856800,3775.965157249390,22.324296205501500,427.74193956012700,1832.0665348269600,1.2636394078585700,0.8424262719057160,0.4212131359528580,0,0,0,21.060656797642900,6.528803607269300,14.531853190373600
2009,Sonoma,All Combined,All Combined,1917,9450,72.76,23.03,22238,5372,16767,99,2,0,2,0,0,0,108,30,78,,,478622,106733,329771,7179,3829,19145,11966,0.22,0.68,0.01,0,0.04,0.02,4646.2552912319100,1122.388858013210,3503.1820518070600,20.684381411635900,400.5248400616770,1974.4182256561500,0.4178662911441600,0,0.4178662911441600,0,0,0,22.564779721784600,6.267994367162400,16.296785354622200
2010,Sonoma,All Combined,All Combined,1876,8828,77.13,23.32,20971,5511,15378,82,7,0,7,0,0,0,88,20,68,,,482961,123638,314891,6278,3381,20284,14489,0.25,0.65,0.01,0,0.04,0.03,4342.1725563761900,1141.085926192800,3184.108033567930,16.978596615461700,388.437161592758,1827.8908648938500,1.4493923940028300,0,1.4493923940028300,0,0,0,18.220932953178400,4.141121125722370,14.079811827456000
2011,Sonoma,All Combined,All Combined,1702,8307,75.49,23.69,18585,5141,13378,66,3,1,2,0,0,0,92,22,70,,,485082,124181,316273,6306,3396,20373,14552,0.25,0.65,0.01,0,0.04,0.02,3831.3109948421100,1059.8208138005500,2757.8842340058000,13.605947035758900,350.8685129524490,1712.4939700916500,0.618452137989041,0.20615071266301400,0.41230142532602700,0,0,0,18.96586556499730,4.535315678586300,14.430549886411000
2012,Sonoma,All Combined,All Combined,1792,8514,77.56,23.05,17864,5006,12807,51,0,0,0,0,0,0,73,16,57,,,484391,124004,315823,6297,3391,20344,14532,0.25,0.65,0.01,0,0.04,0.03,3687.9297922546000,1033.4626365890400,2643.938471193730,10.528684471842000,369.94907006942700,1757.6709724169100,0,0,0,0,0,0,15.070469930283600,3.3031166970484600,11.767353233235100
2013,Sonoma,All Combined,All Combined,1782,8218,75.02,21.68,15839,5285,10529,25,4,2,2,0,0,0,146,19,127,,,488661,125097,318607,6353,3421,20524,14660,0.25,0.65,0.01,0,0.04,0.03,3241.3063452986800,1081.526866273350,2154.6634578982200,5.116021127120850,364.66998594117400,1681.7384649071600,0.8185633803393350,0.4092816901696680,0.4092816901696680,0,0,0,29.877563382385700,3.8881760566118400,25.9893873257739
2014,Sonoma,All Combined,All Combined,1821,8583,76.44,22.52,16378,5191,11165,22,8,4,4,0,0,0,138,42,96,,,492320,126034,320993,6400,3446,20677,14770,0.25,0.65,0.01,0,0.04,0.03,3326.6980825479400,1054.3955151121200,2267.8339291517700,4.468638284042900,369.8813779655510,1743.3782905427400,1.6249593760156000,0.8124796880078000,0.8124796880078000,0,0,0,28.030549236269100,8.531036724081900,19.499512512187200
2005,Stanislaus,All Combined,All Combined,3080,27180,52.01,14.51,27454,11832,15397,225,9,0,9,1,1,0,142,43,99,,,494144,192222,247072,13836,3459,27178,10377,0.38,0.5,0.02,0,0.05,0.02,5555.870353581140,2394.4437249061,3115.8933428312400,45.53328584380260,623.3000906618310,5500.420929931360,1.8213314337521000,0,1.8213314337521000,0.20237015930578900,0.20237015930578900,0,28.736562621422100,8.701916850148940,20.03464577127320
2006,Stanislaus,All Combined,All Combined,3056,25230,45.81,12.31,28465,11392,16530,543,6,2,4,1,1,0,118,44,74,,,500780,194803,250390,14022,3505,27543,10516,0.38,0.5,0.02,0,0.05,0.02,5684.132752905470,2274.8512320779600,3300.850672950200,108.4308478773110,610.2480130995650,5038.140500818720,1.1981309157714000,0.3993769719237990,0.7987539438475980,0.19968848596189900,0.19968848596189900,0,23.563241343504100,8.786293382323580,14.776947961180600
2007,Stanislaus,All Combined,All Combined,3207,25421,48.3,12.74,29156,11208,17621,327,3,2,1,0,0,0,115,43,72,,,505959,196818,252980,14167,3542,27828,10625,0.38,0.5,0.02,0,0.05,0.02,5762.52225970879,2215.199255275630,3482.693261706980,64.62974272618930,633.84582545226,5024.320152423420,0.5929334195063240,0.3952889463375490,0.19764447316877500,0,0,0,22.72911441440910,8.498712346257300,14.230402068151800
2008,Stanislaus,All Combined,All Combined,2829,23178,46.58,12.77,26460,9801,16353,306,4,1,3,0,0,0,94,40,54,,,509389,198152,254695,14263,3566,28016,10697,0.38,0.5,0.02,0,0.05,0.02,5194.458459055850,1924.0698169768100,3210.3166735049200,60.07196857411530,555.3712388763790,4550.157149055040,0.7852544911649050,0.19631362279122600,0.5889408683736790,0,0,0,18.453480542375300,7.852544911649050,10.600935630726200
2009,Stanislaus,All Combined,All Combined,2721,21577,53.54,13.85,23732,9230,14369,133,6,2,4,0,0,0,97,28,69,,,511226,198867,255613,14314,3579,28117,10736,0.38,0.5,0.02,0,0.05,0.02,4642.173911342540,1805.4637283706200,2810.6942917613700,26.015891210540900,532.2499246908410,4220.638230449940,1.1736492275432,0.3912164091810670,0.7824328183621330,0,0,0,18.973995845281700,5.477029728534930,13.496966116746800
2010,Stanislaus,All Combined,All Combined,2672,20778,46.74,12.63,21784,8708,12967,109,6,2,4,0,0,0,118,40,78,,,514003,221021,233357,12850,2570,29812,14392,0.42,0.45,0.02,0,0.05,0.02,4238.1075596835000,1694.1535360688600,2522.747921704740,21.20610190991100,519.8413238833240,4042.388857652580,1.1673083620134500,0.3891027873378170,0.7782055746756340,0,0,0,22.95706445293120,7.782055746756340,15.175008706174900
2011,Stanislaus,All Combined,All Combined,2484,19189,54.71,12.06,19177,8021,11069,87,3,2,1,0,0,0,106,29,77,,,516244,221985,234375,12906,2581,29942,14455,0.43,0.45,0.02,0,0.05,0.02,3714.7162969448600,1553.7226582778700,2144.1411425604900,16.85249610649230,481.16781986812400,3717.0407791664400,0.5811205553962850,0.38741370359752400,0.19370685179876200,0,0,0,20.532926290668800,5.6174987021640900,14.915427588504700
2012,Stanislaus,All Combined,All Combined,2875,22061,48.2,11.61,20232,9502,10669,61,6,4,2,1,1,0,137,30,107,,,519105,223215,235674,12978,2596,30108,14535,0.42,0.45,0.02,0,0.05,0.02,3897.47738896755,1830.4581924658800,2055.268202001520,11.750994500149300,553.8378555398230,4249.814584717930,1.1558355246048500,0.7705570164032320,0.38527850820161600,0.19263925410080800,0.19263925410080800,0,26.391577811810700,5.7791776230242400,20.61240018878650
2013,Stanislaus,All Combined,All Combined,2716,20538,55.44,15.22,21505,10444,11029,32,5,2,3,0,0,0,107,23,84,,,523707,225194,237763,13093,2619,30375,14664,0.42,0.45,0.02,0,0.05,0.02,4106.303715627250,1994.2448735648000,2105.9485552035800,6.110286858873380,518.6105971468780,3921.65848461067,0.9547323216989650,0.38189292867958600,0.5728393930193790,0,0,0,20.431271684357900,4.39176867981524,16.039503004542600
2014,Stanislaus,All Combined,All Combined,2826,18559,58.74,24.5,22211,10396,11778,37,8,1,7,0,0,0,78,19,59,,,528157,227108,239783,13204,2641,30633,14788,0.43,0.45,0.02,0,0.05,0.02,4205.378325005630,1968.3541068280800,2230.018725492610,7.005492684940270,535.0681710173300,3513.9172632380100,1.5147011210681700,0.1893376401335210,1.3253634809346500,0,0,0,14.768335930414600,3.597415162536900,11.170920767877700
2005,Sutter,All Combined,All Combined,340,3492,45.29,11.39,3710,1188,2390,132,0,0,0,0,0,0,13,1,12,,,87097,23516,47032,1568,610,10887,3484,0.26,0.53,0.01,0,0.12,0.04,4259.618586174040,1363.996463712870,2744.0669598264000,151.55516263476400,390.3693583016640,4009.3229387923800,0,0,0,0,0,0,14.925887229181300,1.1481451714754800,13.777742057705800
2006,Sutter,All Combined,All Combined,414,3086,48.06,14.22,3796,1246,2461,89,1,1,0,0,0,0,21,4,17,,,89364,24128,48257,1609,626,11171,3575,0.26,0.54,0.01,0,0.12,0.04,4247.795532876770,1394.2974799695600,2753.905375766530,99.59267714068310,463.27380153081800,3453.292153439860,1.1190188442773400,1.1190188442773400,0,0,0,0,23.49939572982410,4.476075377109350,19.02332035271470
2007,Sutter,All Combined,All Combined,369,2900,57.45,15.86,4311,1428,2772,111,1,0,1,0,0,0,6,2,4,,,91563,24722,49444,1648,641,11445,3663,0.26,0.53,0.01,0,0.12,0.04,4708.23367517447,1559.5819271976700,3027.4237410307700,121.22800694603700,403.00121228006900,3167.2181994910600,1.0921442067210600,0,1.0921442067210600,0,0,0,6.552865240326330,2.1842884134421100,4.3685768268842200
2008,Sutter,All Combined,All Combined,340,2747,45.88,15.1,4301,1317,2839,145,0,0,0,0,0,0,20,7,13,,,92983,25105,50211,1674,651,11623,3719,0.26,0.54,0.01,0,0.12,0.03,4625.576718324860,1416.3879418818500,3053.246292333010,155.9424841099990,365.6582386027550,2954.3034748287300,0,0,0,0,0,0,21.509308153103300,7.5282578535861400,13.981050299517100
2009,Sutter,All Combined,All Combined,316,2121,50.94,17.82,4288,1188,2916,184,0,0,0,0,0,0,11,4,7,,,93918,25358,50716,1691,657,11740,3757,0.27,0.54,0.01,0,0.12,0.04,4565.684959219740,1264.9332396345700,3104.836133648500,195.91558593666800,336.46372367384300,2258.353031367790,0,0,0,0,0,0,11.71234481143120,4.25903447688409,7.453310334547160
2010,Sutter,All Combined,All Combined,359,2476,51.25,14.78,4270,1270,2880,120,1,0,1,0,0,0,16,10,6,,,94765,27861,46435,1706,758,14120,3885,0.29,0.49,0.01,0,0.14,0.04,4505.882973671710,1340.157231045220,3039.0967129214400,126.62902970506000,378.8318472009710,2612.778979581070,1.0552419142088300,0,1.0552419142088300,0,0,0,16.883870627341300,10.552419142088300,6.331451485252990
2011,Sutter,All Combined,All Combined,343,2703,43.73,13.09,3815,1248,2495,72,1,0,1,0,0,0,23,11,12,,,94620,27818,46364,1703,757,14098,3879,0.29,0.49,0.01,0,0.14,0.04,4031.9171422532200,1318.9600507292300,2636.863242443460,76.09384908053270,362.50264214753800,2856.689917565000,1.056859015007400,0,1.056859015007400,0,0,0,24.307757345170200,11.625449165081400,12.682308180088800
2012,Sutter,All Combined,All Combined,318,2832,49.37,15.88,3751,1211,2449,91,0,0,0,0,0,0,20,9,11,,,94697,27841,46402,1705,758,14110,3883,0.29,0.49,0.01,0,0.14,0.04,3961.0547324624900,1278.815590779010,2586.1431724341800,96.09596924928980,335.80789254147400,2990.591043010870,0,0,0,0,0,0,21.119993241602200,9.503996958720970,11.61599628288120
2013,Sutter,All Combined,All Combined,244,2938,50,14.39,3800,1178,2484,138,0,0,0,0,0,0,27,21,6,,,95083,27954,46591,1711,761,14167,3898,0.29,0.49,0.01,0,0.14,0.04,3996.5083137890100,1238.9175772745900,2612.4543819610200,145.1363545533900,256.6179022538200,3089.9319541873900,0,0,0,0,0,0,28.39624328218500,22.08596699725500,6.3102762849300100
2014,Sutter,All Combined,All Combined,316,2364,43.35,12.77,3785,1218,2495,72,0,0,0,0,0,0,22,14,8,,,95739,28147,46912,1723,766,14265,3925,0.29,0.48,0.01,0,0.14,0.04,3953.456793992000,1272.208817723180,2606.0435141373900,75.2044621314198,330.06402824345400,2469.21317331495,0,0,0,0,0,0,22.979141206822700,14.623089858887200,8.356051347935530
2005,Tehama,All Combined,All Combined,525,1906,72,14.32,3949,1253,2682,14,1,0,1,0,0,0,7,5,2,,,59976,11995,44262,480,900,840,1499,0.19,0.73,0,0.01,0.01,0.02,6584.3003868214000,2089.1690009337100,4471.788715486190,23.34267040149390,875.3501400560220,3177.937841803390,1.6673336001067100,0,1.6673336001067100,0,0,0,11.671335200747000,8.336668000533550,3.334667200213420
